Emp ID,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,dept,salary,Attrition
4958,0.78,0.55,3,144,2,0,0,RandD,low,Yes
4959,0.61,0.7,4,243,3,0,0,RandD,low,Yes
4960,0.74,0.84,3,206,3,0,0,RandD,low,Yes
4961,0.5,0.49,3,180,3,1,0,marketing,low,Yes
4962,0.84,0.96,3,161,2,1,0,sales,low,Yes
4963,0.89,0.55,4,196,2,0,0,accounting,medium,Yes
4964,0.77,0.89,5,152,3,0,0,support,medium,Yes
4965,0.64,0.71,3,231,4,0,0,technical,medium,Yes
4966,0.77,0.89,2,215,5,1,0,management,medium,Yes
4967,0.74,0.58,4,233,4,0,0,marketing,medium,Yes
4968,0.88,0.96,4,155,2,0,0,marketing,medium,Yes
4969,0.88,0.96,5,182,4,1,0,marketing,medium,Yes
4970,0.89,0.88,3,165,4,0,0,sales,medium,Yes
4971,0.74,0.59,2,257,4,1,0,sales,medium,Yes
4972,0.63,0.74,4,155,2,0,0,sales,medium,Yes
4973,0.63,0.8,4,243,2,0,0,sales,medium,Yes
4974,0.68,0.92,2,184,4,0,0,sales,medium,Yes
4975,0.14,0.81,4,138,3,1,0,sales,high,Yes
4976,0.86,0.94,5,209,4,0,0,sales,low,Yes
4977,0.73,0.53,3,205,2,0,0,sales,medium,Yes
4978,0.57,0.56,3,191,3,0,0,sales,medium,Yes
4979,0.97,0.75,5,270,3,1,0,sales,medium,Yes
4980,0.67,0.36,4,97,4,0,0,sales,medium,Yes
4981,0.89,0.74,4,174,2,0,0,sales,low,Yes
4982,0.8,0.96,5,124,3,0,0,sales,low,Yes
4983,0.3,0.51,2,178,3,0,0,sales,low,Yes
4984,0.14,0.73,5,266,6,0,0,sales,low,Yes
4985,0.91,0.8,4,181,3,0,0,sales,low,Yes
4986,0.49,0.81,4,233,3,0,0,sales,low,Yes
4987,0.57,0.68,3,254,4,0,0,sales,low,Yes
4988,0.59,0.62,3,219,3,0,0,sales,low,Yes
4989,0.5,0.7,5,166,2,0,0,accounting,low,Yes
4990,0.69,0.97,3,158,2,0,0,accounting,low,Yes
4991,0.81,0.68,3,151,3,0,0,accounting,low,Yes
4992,0.79,0.82,3,98,3,1,0,hr,low,Yes
4993,0.55,0.91,4,187,4,1,0,hr,low,Yes
4994,0.92,0.62,4,266,2,0,0,hr,low,Yes
4995,0.94,0.59,5,250,3,0,0,hr,low,Yes
4996,0.67,0.55,5,193,3,0,0,technical,low,Yes
4997,0.53,0.92,4,223,3,1,0,technical,low,Yes
4998,0.77,0.59,5,189,5,0,0,technical,low,Yes
4999,0.57,0.82,5,138,3,0,0,technical,low,Yes
5000,0.64,0.97,4,268,2,0,0,technical,low,Yes
5001,0.35,1,6,186,2,0,0,technical,low,Yes
5002,0.66,0.71,3,136,3,1,0,technical,medium,Yes
5003,0.59,0.84,4,245,3,0,0,technical,medium,Yes
5004,0.49,0.93,4,184,3,0,0,technical,medium,Yes
5005,0.91,0.99,5,152,3,0,0,technical,medium,Yes
5006,0.12,0.6,2,194,4,0,0,technical,medium,Yes
5007,0.74,0.68,3,242,5,1,0,support,medium,Yes
5008,0.84,0.94,4,246,2,1,0,support,medium,Yes
5009,0.51,0.99,4,211,3,0,0,support,medium,Yes
5010,0.94,0.71,4,189,3,0,0,support,medium,Yes
5011,0.74,0.66,3,254,2,0,0,support,medium,Yes
5012,0.52,0.54,5,239,3,0,0,support,medium,Yes
5013,0.31,0.92,4,133,6,0,0,support,medium,Yes
5014,0.72,0.59,3,255,2,0,0,support,high,Yes
5015,0.92,1,3,212,2,0,0,support,low,Yes
5016,0.56,0.64,3,270,3,0,0,support,medium,Yes
5017,0.76,0.45,5,177,6,0,0,support,medium,Yes
5018,0.59,0.9,4,261,4,0,0,technical,medium,Yes
5019,0.5,0.74,3,220,3,0,0,technical,medium,Yes
5020,0.88,0.72,2,144,4,1,0,technical,low,Yes
5021,0.86,0.49,4,274,2,0,0,management,low,Yes
5022,0.66,0.99,4,195,3,0,0,IT,low,Yes
5023,0.7,0.69,4,158,3,0,0,IT,low,Yes
5024,0.98,0.93,5,145,4,0,0,IT,low,Yes
5025,0.61,0.73,3,165,3,1,0,IT,low,Yes
5026,0.57,0.66,4,270,2,0,0,IT,low,Yes
5027,0.84,0.91,5,208,3,0,0,product_mng,low,Yes
5028,0.76,0.4,2,245,5,0,0,product_mng,medium,Yes
5029,0.64,0.99,4,180,4,0,0,product_mng,medium,Yes
5030,0.87,0.7,5,225,3,0,0,product_mng,medium,Yes
5031,0.62,0.69,3,261,2,0,0,IT,medium,Yes
5032,0.16,0.99,3,213,6,1,1,RandD,medium,Yes
5033,0.83,0.87,3,230,3,0,1,RandD,medium,Yes
5034,0.36,0.59,2,198,2,0,1,RandD,medium,Yes
5035,0.47,0.51,6,190,5,0,1,RandD,medium,Yes
5036,0.54,0.51,4,137,4,0,1,RandD,medium,Yes
5037,0.83,0.83,3,186,3,1,1,marketing,medium,Yes
5038,0.96,0.68,4,137,2,0,1,sales,medium,Yes
5039,0.91,0.74,5,192,3,0,1,accounting,medium,Yes
5040,0.56,0.59,4,164,3,0,1,support,medium,Yes
5041,0.73,0.66,6,195,3,0,1,technical,medium,Yes
5042,0.97,0.63,4,151,3,0,1,management,medium,Yes
5043,0.75,0.74,5,231,3,0,1,marketing,medium,Yes
5044,0.49,0.76,3,257,2,1,0,marketing,medium,Yes
5045,0.57,0.94,4,257,3,0,0,marketing,medium,Yes
5046,0.41,0.58,5,274,2,1,0,sales,medium,Yes
5047,0.53,0.7,3,138,2,0,0,sales,medium,Yes
5048,0.93,0.6,4,184,3,0,0,sales,medium,Yes
5049,0.58,0.9,3,151,3,0,0,sales,medium,Yes
5050,0.6,0.54,3,265,3,1,0,sales,medium,Yes
5051,0.74,0.8,4,241,2,0,0,sales,medium,Yes
5052,0.62,0.52,3,148,3,0,0,sales,medium,Yes
5053,0.7,0.76,5,165,3,0,0,sales,medium,Yes
5054,0.93,0.75,3,243,2,0,0,sales,medium,Yes
5055,0.75,0.9,4,197,2,0,0,sales,medium,Yes
5056,0.95,0.48,5,214,6,1,1,sales,medium,Yes
5057,0.43,0.98,4,164,3,0,1,sales,medium,Yes
5058,0.77,0.58,4,243,4,1,1,sales,medium,Yes
5059,0.67,1,4,145,3,1,1,sales,medium,Yes
5060,0.51,0.72,4,163,4,0,1,sales,medium,Yes
5061,0.94,0.53,5,257,2,0,1,sales,medium,Yes
5062,0.9,0.85,3,253,3,0,0,sales,medium,Yes
5063,0.8,0.78,4,234,3,0,0,sales,medium,Yes
5064,0.34,0.89,5,266,6,0,0,sales,medium,Yes
5065,0.45,0.53,3,181,4,1,0,accounting,low,Yes
5066,0.97,0.66,4,193,4,0,0,accounting,low,Yes
5067,0.5,0.48,3,163,4,0,0,accounting,low,Yes
5068,0.89,0.62,5,144,2,0,0,hr,low,Yes
5069,0.76,0.5,4,245,3,0,0,hr,low,Yes
5070,0.66,0.84,4,197,2,0,0,hr,low,Yes
5071,0.74,0.63,3,180,2,0,0,hr,low,Yes
5072,0.69,0.74,4,237,3,0,0,technical,low,Yes
5073,0.59,0.57,2,170,3,0,0,technical,low,Yes
5074,1,0.85,3,150,3,0,0,technical,low,Yes
5075,0.61,0.75,2,100,4,0,0,technical,low,Yes
5076,0.98,0.42,5,226,3,0,0,technical,low,Yes
5077,0.59,0.71,5,222,3,0,0,technical,low,Yes
5078,0.22,0.69,4,182,6,0,0,technical,low,Yes
5079,0.71,0.95,3,150,2,0,0,technical,low,Yes
5080,0.86,0.53,4,244,3,0,0,technical,medium,Yes
5081,0.65,0.59,5,271,3,0,0,technical,medium,Yes
5082,0.93,0.67,5,167,3,0,0,technical,medium,Yes
5083,0.49,0.69,2,128,2,0,0,support,medium,Yes
5084,0.78,0.77,3,149,4,1,0,support,medium,Yes
5085,0.62,0.7,4,141,4,0,0,support,medium,Yes
5086,0.72,0.63,3,149,2,0,0,support,medium,Yes
5087,0.7,0.56,4,107,6,0,0,support,medium,Yes
5088,0.54,0.93,5,189,2,0,0,support,medium,Yes
5089,0.61,0.95,4,169,4,0,0,support,medium,Yes
5090,0.84,0.95,4,208,3,1,0,support,medium,Yes
5091,0.8,0.58,3,197,3,0,0,support,medium,Yes
5092,0.58,0.5,4,225,3,0,0,support,high,Yes
5093,0.97,0.87,2,175,6,0,0,support,high,Yes
5094,0.92,0.55,3,172,2,0,0,technical,high,Yes
5095,0.96,0.51,3,237,4,0,0,technical,high,Yes
5096,0.73,0.87,4,155,3,1,0,technical,high,Yes
5097,0.73,0.71,4,148,3,0,0,management,high,Yes
5098,0.53,0.83,4,246,3,0,0,IT,high,Yes
5099,0.17,0.82,5,193,5,0,0,IT,high,Yes
5100,0.75,0.76,5,175,4,0,0,IT,low,Yes
5101,0.76,0.44,3,121,4,0,0,IT,low,Yes
5102,0.76,0.77,4,223,3,0,0,IT,low,Yes
5103,0.92,0.55,3,259,3,0,0,product_mng,low,Yes
5104,0.82,0.88,4,171,2,0,0,product_mng,low,Yes
5105,0.38,0.5,2,170,3,0,0,product_mng,low,Yes
5106,0.49,0.72,4,246,3,0,0,product_mng,low,Yes
5107,0.53,0.8,3,175,3,0,0,IT,low,Yes
5108,0.56,0.59,3,185,2,0,0,RandD,medium,Yes
5109,0.69,0.98,3,168,2,0,0,RandD,medium,Yes
5110,0.62,0.99,4,171,3,0,0,RandD,medium,Yes
5111,0.71,0.76,3,201,2,0,0,RandD,medium,Yes
5112,0.52,1,4,148,3,0,0,RandD,medium,Yes
5113,0.2,0.53,6,189,4,0,0,marketing,medium,Yes
5114,0.93,0.61,3,166,3,0,0,sales,medium,Yes
5115,0.74,0.81,4,150,2,0,0,accounting,medium,Yes
5116,0.78,0.45,3,253,6,0,1,support,medium,Yes
5117,0.85,0.79,3,243,2,0,1,technical,medium,Yes
5118,0.79,0.56,5,250,2,1,1,management,medium,Yes
5119,0.92,0.91,3,228,2,0,1,marketing,medium,Yes
5120,0.58,0.97,3,186,3,0,1,marketing,medium,Yes
5121,0.68,0.72,3,213,3,0,1,marketing,medium,Yes
5122,0.9,0.67,4,233,3,0,1,sales,medium,Yes
5123,0.67,0.71,5,265,2,0,1,sales,medium,Yes
5124,0.79,0.73,4,226,3,0,0,sales,medium,Yes
5125,0.23,0.48,5,221,6,0,0,sales,medium,Yes
5126,0.98,0.99,3,253,4,0,0,sales,medium,Yes
5127,0.8,0.75,3,134,4,0,0,sales,medium,Yes
5128,0.77,0.84,3,188,4,0,0,sales,medium,Yes
5129,1,0.91,3,160,4,0,0,sales,medium,Yes
5130,0.6,0.92,4,164,4,0,0,sales,medium,Yes
5131,0.49,0.54,6,214,3,0,0,sales,high,Yes
5132,0.91,0.99,5,228,4,1,0,sales,low,Yes
5133,0.97,0.52,5,149,3,1,0,sales,medium,Yes
5134,0.71,0.76,3,175,2,0,0,sales,medium,Yes
5135,0.62,0.91,3,195,3,0,0,sales,medium,Yes
5136,0.61,0.92,3,222,4,0,0,sales,medium,Yes
5137,0.21,0.6,5,249,4,0,0,sales,medium,Yes
5138,0.64,0.97,2,226,3,1,0,sales,medium,Yes
5139,0.61,0.65,2,117,2,1,0,sales,medium,Yes
5140,0.58,0.75,4,255,3,0,0,sales,medium,Yes
5141,0.41,0.9,6,155,2,0,0,accounting,medium,Yes
5142,0.98,0.73,5,185,3,0,0,accounting,medium,Yes
5143,0.5,0.88,4,275,5,0,0,accounting,low,Yes
5144,0.98,0.61,3,226,2,0,0,hr,low,Yes
5145,0.4,0.85,4,198,2,0,0,hr,low,Yes
5146,0.63,0.92,2,198,2,0,0,hr,low,Yes
5147,0.75,0.53,4,251,3,0,0,hr,low,Yes
5148,0.82,0.84,3,237,2,0,0,technical,low,Yes
5149,0.55,0.62,5,197,2,0,0,technical,low,Yes
5150,0.44,0.36,2,136,3,0,0,technical,high,Yes
5151,0.92,0.88,3,184,3,1,0,technical,low,Yes
5152,0.57,0.56,2,159,3,0,0,technical,high,Yes
5153,0.73,0.86,4,133,3,0,0,technical,high,Yes
5154,0.82,0.92,5,198,3,0,0,technical,low,Yes
5155,0.54,0.75,3,260,2,0,0,technical,low,Yes
5156,0.64,0.95,3,154,4,0,0,technical,high,Yes
5157,0.99,0.76,4,185,5,0,0,technical,low,Yes
5158,0.19,0.92,5,193,6,0,0,technical,medium,Yes
5159,0.86,0.96,4,167,3,0,0,support,high,Yes
5160,0.65,0.66,5,165,3,0,0,support,medium,Yes
5161,0.52,0.81,3,253,2,0,0,support,medium,Yes
5162,0.85,0.49,4,142,3,0,0,support,medium,Yes
5163,0.61,0.64,5,186,4,0,0,support,medium,Yes
5164,0.77,0.57,4,203,3,1,0,support,high,Yes
5165,0.54,0.94,4,217,2,0,0,support,medium,Yes
5166,0.76,0.74,4,187,3,0,0,support,medium,Yes
5167,0.79,0.9,3,152,4,0,0,support,medium,Yes
5168,0.89,0.93,5,150,2,0,0,support,high,Yes
5169,0.6,0.8,3,191,2,0,0,support,medium,Yes
5170,0.51,0.58,4,140,3,0,0,technical,high,Yes
5171,0.2,0.72,5,123,2,1,0,technical,low,Yes
5172,0.93,0.6,5,170,2,0,0,technical,medium,Yes
5173,0.77,0.54,3,227,4,0,0,management,medium,Yes
5174,0.8,0.87,4,220,2,0,0,IT,medium,Yes
5175,0.8,0.97,5,258,3,0,0,IT,medium,Yes
5176,0.62,0.92,5,149,3,0,0,IT,low,Yes
5177,0.79,0.72,4,192,3,0,0,IT,low,Yes
5178,0.88,0.73,5,267,3,0,0,IT,low,Yes
5179,0.96,0.73,5,169,3,1,0,product_mng,low,Yes
5180,0.34,0.69,2,178,3,0,0,product_mng,low,Yes
5181,0.34,0.65,2,165,4,0,0,product_mng,low,Yes
5182,0.88,0.85,4,231,3,0,0,product_mng,low,Yes
5183,0.66,0.61,3,260,3,0,0,IT,low,Yes
5184,0.55,0.71,4,181,2,1,0,RandD,low,Yes
5185,0.59,0.51,3,243,2,0,0,RandD,low,Yes
5186,0.62,0.73,4,191,3,0,0,RandD,high,Yes
5187,0.78,0.93,3,200,3,0,0,RandD,low,Yes
5188,0.73,0.75,5,265,3,0,0,RandD,low,Yes
5189,0.71,0.94,4,246,3,0,0,marketing,low,Yes
5190,0.97,0.86,3,187,2,0,0,sales,low,Yes
5191,0.21,0.74,5,141,4,0,0,accounting,high,Yes
5192,0.52,0.96,4,246,3,0,0,support,low,Yes
5193,0.73,0.88,4,236,3,1,0,technical,low,Yes
5194,0.74,0.83,3,170,3,0,0,management,low,Yes
5195,0.26,0.71,6,189,2,0,0,marketing,high,Yes
5196,0.52,0.78,4,237,3,0,0,marketing,low,Yes
5197,0.69,0.54,4,180,3,0,0,marketing,medium,Yes
5198,0.79,0.59,2,157,6,0,0,sales,high,Yes
5199,0.93,0.62,4,258,3,0,0,sales,medium,Yes
5200,0.34,0.87,4,283,2,0,0,sales,high,Yes
5201,0.77,0.52,4,216,3,0,0,sales,medium,Yes
5202,0.36,0.73,3,187,3,0,0,sales,medium,Yes
5203,0.93,0.58,3,215,3,0,0,sales,medium,Yes
5204,0.7,0.58,3,211,3,0,0,sales,medium,Yes
5205,0.51,0.49,4,182,2,0,0,sales,medium,Yes
5206,0.83,0.78,3,165,3,1,0,sales,medium,Yes
5207,0.89,0.89,4,265,2,0,0,sales,medium,Yes
5208,0.94,0.59,3,137,2,0,0,sales,medium,Yes
5209,0.8,0.55,4,269,3,0,0,sales,high,Yes
5210,0.74,0.66,3,177,2,0,0,sales,low,Yes
5211,0.5,0.91,3,240,2,0,0,sales,medium,Yes
5212,0.54,0.84,4,174,2,0,0,sales,medium,Yes
5213,0.5,0.54,3,134,3,0,0,sales,medium,Yes
5214,0.17,0.91,2,271,4,0,0,sales,medium,Yes
5215,0.57,0.53,5,216,2,1,0,sales,medium,Yes
5216,0.8,0.51,4,213,3,0,0,sales,medium,Yes
5217,0.45,0.64,5,133,4,0,0,accounting,medium,Yes
5218,0.87,0.5,4,267,2,1,0,accounting,medium,Yes
5219,0.98,0.64,3,263,4,0,0,accounting,medium,Yes
5220,0.55,0.8,4,260,3,0,0,hr,high,Yes
5221,0.53,0.5,4,185,3,0,0,hr,low,Yes
5222,0.75,0.48,2,284,6,0,0,hr,low,Yes
5223,0.96,0.59,3,229,3,0,0,hr,low,Yes
5224,0.71,0.97,3,189,3,1,0,technical,high,Yes
5225,0.7,0.63,3,209,3,0,0,technical,low,Yes
5226,0.33,0.94,4,166,6,0,0,technical,low,Yes
5227,0.93,0.94,3,183,2,0,0,technical,low,Yes
5228,0.64,0.65,3,181,2,0,0,technical,high,Yes
5229,0.27,0.45,3,239,4,0,0,technical,low,Yes
5230,0.99,0.99,3,158,2,0,0,technical,low,Yes
5231,0.81,0.62,3,187,3,0,0,technical,low,Yes
5232,0.6,0.91,4,236,3,0,0,technical,low,Yes
5233,0.32,0.4,6,162,5,0,0,technical,low,Yes
5234,0.48,0.68,4,163,2,1,0,technical,low,Yes
5235,0.87,0.51,4,173,3,0,0,support,low,Yes
5236,0.91,0.79,5,273,4,1,0,support,medium,Yes
5237,0.24,0.89,5,142,4,0,0,support,medium,Yes
5238,0.66,0.56,4,141,4,0,0,support,medium,Yes
5239,0.94,0.59,3,234,2,0,0,support,medium,Yes
5240,0.93,0.97,5,255,4,0,0,support,medium,Yes
5241,0.19,0.55,5,148,4,0,0,support,medium,Yes
5242,0.88,0.45,5,274,2,1,0,support,medium,Yes
5243,0.76,0.47,3,223,2,0,0,support,medium,Yes
5244,0.67,0.64,5,248,3,0,0,support,medium,Yes
5245,0.54,0.5,4,146,2,0,0,support,medium,Yes
5246,0.53,0.95,2,101,5,0,0,technical,medium,Yes
5247,0.67,0.92,4,265,4,0,0,technical,medium,Yes
5248,0.5,0.38,5,175,4,0,0,technical,high,Yes
5249,0.49,0.76,4,202,3,0,0,management,low,Yes
5250,0.82,0.71,3,160,3,0,0,IT,medium,Yes
5251,0.86,0.71,3,235,3,0,0,IT,medium,Yes
5252,0.5,0.5,4,267,3,0,0,IT,medium,Yes
5253,0.82,0.6,3,261,2,1,0,IT,medium,Yes
5254,0.95,0.78,2,148,2,0,0,IT,low,Yes
5255,0.64,0.87,3,239,4,0,0,product_mng,low,Yes
5256,0.91,0.5,3,178,2,0,0,product_mng,low,Yes
5257,0.79,0.75,2,221,3,0,0,product_mng,low,Yes
5258,0.83,0.56,4,269,3,0,0,product_mng,low,Yes
5259,0.66,0.6,3,262,2,1,0,IT,low,Yes
5260,0.92,0.8,4,263,4,0,0,RandD,low,Yes
5261,0.59,0.47,5,191,3,0,0,RandD,low,Yes
5262,0.6,0.83,2,189,2,0,0,RandD,low,Yes
5263,0.68,0.97,5,207,4,1,0,RandD,low,Yes
5264,0.58,0.73,3,265,6,0,0,RandD,low,Yes
5265,0.93,0.77,5,224,2,0,0,marketing,low,Yes
5266,0.66,0.5,3,229,3,0,0,marketing,low,Yes
5267,0.8,0.99,3,158,3,0,0,sales,low,Yes
5268,0.28,0.79,5,202,5,0,0,accounting,low,Yes
5269,0.84,0.59,4,216,2,0,0,support,low,Yes
5270,0.86,0.58,4,220,5,0,0,technical,low,Yes
5271,0.46,0.45,2,172,2,1,0,management,low,Yes
5272,0.94,0.92,3,187,2,0,0,marketing,low,Yes
5273,0.8,0.76,3,270,2,1,0,marketing,low,Yes
5274,0.13,0.63,6,219,6,0,0,marketing,low,Yes
5275,0.95,0.73,3,243,3,1,0,sales,medium,Yes
5276,0.93,0.88,4,261,4,0,0,sales,medium,Yes
5277,0.86,0.81,4,179,3,0,0,sales,medium,Yes
5278,0.67,0.93,5,133,2,0,0,sales,medium,Yes
5279,0.73,0.6,4,224,3,0,0,sales,medium,Yes
5280,0.62,0.92,4,198,2,0,0,sales,medium,Yes
5281,0.53,0.81,5,135,2,0,0,sales,medium,Yes
5282,0.68,0.68,3,143,3,0,0,sales,medium,Yes
5283,0.69,0.55,4,234,2,0,0,sales,medium,Yes
5284,0.66,0.92,3,177,3,0,0,sales,medium,Yes
5285,0.98,0.56,5,180,3,0,0,sales,medium,Yes
5286,0.57,0.39,3,193,6,0,0,sales,medium,Yes
5287,0.64,0.78,5,148,4,0,0,sales,high,Yes
5288,0.71,0.58,3,194,4,0,0,sales,low,Yes
5289,0.94,0.7,3,271,4,0,0,sales,medium,Yes
5290,0.8,0.85,3,135,2,0,0,sales,medium,Yes
5291,0.59,0.94,4,136,2,0,0,sales,medium,Yes
5292,0.95,0.7,6,243,3,0,0,sales,medium,Yes
5293,1,0.39,2,210,5,0,0,sales,low,Yes
5294,0.53,0.59,3,163,4,0,0,accounting,low,Yes
5295,0.35,0.59,5,268,3,0,0,accounting,low,Yes
5296,0.73,0.66,3,244,3,0,0,accounting,low,Yes
5297,0.89,0.63,4,164,3,0,0,hr,low,Yes
5298,0.21,0.93,4,260,3,0,0,hr,low,Yes
5299,0.21,0.85,5,153,3,0,0,hr,low,Yes
5300,0.6,0.83,4,216,2,1,0,hr,low,Yes
5301,0.94,0.69,2,198,3,0,0,technical,low,Yes
5302,0.92,0.68,4,196,3,1,0,technical,low,Yes
5303,0.92,0.78,3,218,3,0,0,technical,low,Yes
5304,0.71,0.98,5,167,3,0,0,technical,low,Yes
5305,0.69,0.83,4,264,3,0,0,technical,low,Yes
5306,0.26,0.51,2,284,2,0,0,technical,low,Yes
5307,0.21,0.78,4,218,6,0,0,technical,low,Yes
5308,0.36,0.42,2,192,2,0,0,technical,low,Yes
5309,0.81,0.92,5,255,4,1,0,technical,low,Yes
5310,0.54,0.88,3,251,2,0,0,technical,low,Yes
5311,0.63,0.87,5,248,2,0,0,technical,low,Yes
5312,0.86,0.75,5,157,4,0,0,support,low,Yes
5313,0.8,0.79,5,240,2,0,0,support,low,Yes
5314,0.55,0.58,5,262,3,0,0,support,medium,Yes
5315,0.18,0.6,3,130,2,1,0,support,medium,Yes
5316,0.88,0.98,3,152,3,0,0,support,medium,Yes
5317,0.65,0.86,4,256,2,0,0,support,medium,Yes
5318,0.99,1,3,139,2,0,0,support,medium,Yes
5319,0.88,0.93,4,195,2,0,0,support,medium,Yes
5320,0.67,0.59,3,205,5,0,0,support,medium,Yes
5321,0.53,0.59,4,265,2,0,0,support,medium,Yes
5322,0.83,0.61,5,246,3,0,0,support,medium,Yes
5323,0.36,0.71,3,100,3,0,0,technical,medium,Yes
5324,0.62,0.64,5,150,3,1,0,technical,medium,Yes
5325,0.72,0.67,4,147,2,0,0,technical,medium,Yes
5326,0.79,0.54,4,244,3,0,0,management,high,Yes
5327,1,0.87,4,256,3,0,0,IT,low,Yes
5328,0.65,0.52,4,266,3,1,0,IT,medium,Yes
5329,0.84,0.91,3,199,4,0,0,IT,medium,Yes
5330,0.81,0.59,2,236,3,0,0,IT,medium,Yes
5331,0.59,0.51,3,203,2,1,0,IT,medium,Yes
5332,0.78,0.53,3,156,3,0,0,product_mng,low,Yes
5333,0.22,0.52,5,109,4,0,0,product_mng,low,Yes
5334,0.96,0.98,5,248,3,0,0,product_mng,low,Yes
5335,0.85,0.8,4,254,2,0,0,product_mng,low,Yes
5336,0.12,0.73,6,166,3,0,0,IT,low,Yes
5337,0.6,0.68,4,264,2,1,0,RandD,low,Yes
5338,0.93,0.84,5,266,3,0,0,RandD,low,Yes
5339,0.73,0.86,4,138,2,0,0,RandD,low,Yes
5340,0.7,0.66,3,151,2,0,0,RandD,low,Yes
5341,0.18,0.59,4,132,3,0,0,RandD,low,Yes
5342,0.81,0.6,4,133,3,0,0,RandD,low,Yes
5343,0.28,0.9,4,275,6,0,0,marketing,low,Yes
5344,0.74,0.79,3,275,3,0,0,sales,low,Yes
5345,0.5,0.74,4,272,5,0,0,accounting,low,Yes
5346,0.83,0.85,4,201,2,1,0,support,low,Yes
5347,0.55,0.66,3,164,2,0,0,technical,low,Yes
5348,0.77,0.94,4,224,2,0,0,management,low,Yes
5349,0.92,0.58,4,201,2,0,0,marketing,low,Yes
5350,0.59,0.89,5,169,2,1,0,marketing,low,Yes
5351,0.45,0.72,4,149,3,0,0,marketing,low,Yes
5352,0.76,0.97,3,271,3,0,0,sales,low,Yes
5353,0.89,0.69,4,137,3,0,0,sales,medium,Yes
5354,0.73,0.5,3,208,2,0,0,sales,medium,Yes
5355,0.65,0.7,3,231,3,0,0,sales,medium,Yes
5356,0.14,0.96,3,196,5,1,0,sales,medium,Yes
5357,0.3,0.47,2,159,4,0,0,sales,medium,Yes
5358,0.53,0.82,5,184,3,0,0,sales,medium,Yes
5359,0.66,0.89,3,257,3,0,0,sales,medium,Yes
5360,0.84,0.59,3,234,2,0,0,sales,medium,Yes
5361,0.74,0.97,3,239,4,1,0,sales,medium,Yes
5362,0.56,0.4,2,255,3,0,0,sales,medium,Yes
5363,0.42,0.47,4,146,3,1,0,sales,medium,Yes
5364,0.29,0.8,5,103,6,0,0,sales,medium,Yes
5365,0.54,0.72,5,206,4,0,0,sales,high,Yes
5366,0.8,0.52,3,253,2,1,0,sales,low,Yes
5367,0.89,0.93,4,245,4,0,0,sales,medium,Yes
5368,0.92,0.58,3,261,3,1,0,sales,medium,Yes
5369,0.87,0.68,4,217,3,0,0,sales,medium,Yes
5370,0.76,0.82,4,172,3,1,0,sales,medium,Yes
5371,0.64,0.61,3,221,3,0,0,accounting,low,Yes
5372,0.83,0.57,2,246,5,1,0,accounting,low,Yes
5373,0.55,0.6,3,145,4,0,0,accounting,low,Yes
5374,0.83,0.7,5,168,3,0,0,hr,low,Yes
5375,0.58,0.62,5,184,3,0,0,hr,low,Yes
5376,0.67,0.97,4,186,3,0,0,hr,low,Yes
5377,0.65,0.57,3,238,3,0,0,hr,low,Yes
5378,0.89,0.95,5,203,3,0,0,technical,low,Yes
5379,0.84,0.5,5,195,3,0,0,technical,low,Yes
5380,0.5,0.7,5,264,2,0,0,technical,low,Yes
5381,0.7,0.51,3,256,3,0,0,technical,low,Yes
5382,0.79,0.83,5,268,3,0,0,technical,low,Yes
5383,0.19,0.72,6,243,6,1,0,technical,low,Yes
5384,0.89,0.5,4,136,2,1,0,technical,low,Yes
5385,0.36,0.6,2,136,6,0,0,technical,low,Yes
5386,0.62,0.66,5,165,3,0,0,technical,low,Yes
5387,0.84,0.93,6,166,4,0,0,technical,low,Yes
5388,0.65,0.87,4,267,2,0,0,technical,low,Yes
5389,0.65,0.7,4,233,3,0,0,support,medium,Yes
5390,0.87,0.92,3,141,2,0,0,support,medium,Yes
5391,0.66,0.73,5,249,2,0,0,support,medium,Yes
5392,0.83,0.9,3,102,4,0,0,support,medium,Yes
5393,0.89,0.63,3,268,3,0,0,support,medium,Yes
5394,0.91,0.97,4,139,3,0,0,support,medium,Yes
5395,0.91,0.56,3,168,2,0,0,support,medium,Yes
5396,0.83,0.5,4,259,2,0,0,support,medium,Yes
5397,0.87,0.82,4,248,2,0,0,support,medium,Yes
5398,0.62,0.79,3,274,3,0,0,support,medium,Yes
5399,0.54,1,3,169,2,0,0,support,medium,Yes
5400,0.84,0.53,5,190,3,0,0,technical,medium,Yes
5401,0.33,0.82,2,114,5,0,0,technical,high,Yes
5402,0.79,0.58,4,191,6,0,0,technical,low,Yes
5403,0.31,0.41,2,263,3,0,0,management,medium,Yes
5404,0.68,0.81,3,166,2,0,0,IT,medium,Yes
5405,0.52,0.7,4,247,5,0,0,IT,medium,Yes
5406,0.54,0.64,3,203,4,0,0,IT,medium,Yes
5407,0.73,0.78,4,181,4,0,0,IT,low,Yes
5408,0.49,0.74,3,229,3,1,0,IT,low,Yes
5409,0.37,0.67,2,159,2,0,0,product_mng,low,Yes
5410,0.53,0.84,3,151,3,0,0,product_mng,low,Yes
5411,0.58,0.75,4,222,3,1,0,product_mng,low,Yes
5412,0.2,0.51,2,163,2,0,0,product_mng,low,Yes
5413,0.91,0.6,4,163,5,0,0,IT,low,Yes
